GO_ID	GO_Type	Study_Count	Study_Total	Population_Count	Population_Total	Fold_Enrichment	P_Value	Odds_Ratio	GO_Term	FDR_P_Value
GO:0035255	F	1	1080	1	8571	7.936111111111111	0.12600630031501575	inf	ionotropic glutamate receptor binding	0.38212143165297796
GO:0006212	P	1	1080	1	8571	7.936111111111111	0.12600630031501575	inf	uracil catabolic process	0.38212143165297796
GO:0071947	P	1	1080	1	8571	7.936111111111111	0.12600630031501575	inf	protein deubiquitination involved in ubiquitin-dependent protein catabolic process	0.38212143165297796
GO:0043812	F	1	1080	1	8571	7.936111111111111	0.12600630031501575	inf	phosphatidylinositol-4-phosphate phosphatase activity	0.38212143165297796
GO:2001135	P	1	1080	1	8571	7.936111111111111	0.12600630031501575	inf	regulation of endocytic recycling	0.38212143165297796
GO:1904071	P	1	1080	1	8571	7.936111111111111	0.12600630031501575	inf	presynaptic active zone assembly	0.38212143165297796
GO:0048205	P	1	1080	1	8571	7.936111111111111	0.12600630031501575	inf	COPI coating of Golgi vesicle	0.38212143165297796
GO:0044389	F	1	1080	1	8571	7.936111111111111	0.12600630031501575	inf	ubiquitin-like protein ligase binding	0.38212143165297796
GO:0071858	F	1	1080	1	8571	7.936111111111111	0.12600630031501575	inf	corazonin receptor binding	0.38212143165297796
GO:0033862	F	1	1080	1	8571	7.936111111111111	0.12600630031501575	inf	UMP kinase activity	0.38212143165297796
GO:0045017	P	1	1080	1	8571	7.936111111111111	0.12600630031501575	inf	glycerolipid biosynthetic process	0.38212143165297796
GO:0046847	P	1	1080	1	8571	7.936111111111111	0.12600630031501575	inf	filopodium assembly	0.38212143165297796
GO:0046600	P	1	1080	1	8571	7.936111111111111	0.12600630031501575	inf	negative regulation of centriole replication	0.38212143165297796
GO:0072544	F	1	1080	1	8571	7.936111111111111	0.12600630031501575	inf	L-DOPA binding	0.38212143165297796
